Data da venda;Estado;Tarifa de venda e impostos (BRL);Tarifas de envio (BRL);Custo de envio com base nas medidas e peso declarados;Custo por diferenças nas medidas e no peso do pacote;Cancelamentos e reembolsos (BRL);Total (BRL);SKU
21 de janeiro de 2026 19:59 hs.;A caminho;-23,68;-32,83;-32,83;;;149,49;1-ALLEGRA-PT
21 de janeiro de 2026 19:24 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 19:23 hs.;Pacote de 2 produtos;-73,1;-24,95;-24,95;;;478,93; 
21 de janeiro de 2026 19:23 hs.;Para entregar na coleta do dia 20 de fevereiro;;;;;;;5-ALLEGRA-PT
21 de janeiro de 2026 19:23 hs.;Para entregar na coleta do dia 20 de fevereiro;;;;;;;1-ALLEGRA-PT
21 de janeiro de 2026 19:20 hs.;Etiqueta pronta para imprimir;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
21 de janeiro de 2026 19:16 hs.;Para entregar na coleta do dia 30 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 19:11 hs.;Reclamação aberta para resolver até quarta-feira;-8,79;-14,07;-14,07;;;57,03;1-PASSADEIRA-001
21 de janeiro de 2026 19:03 hs.;Para entregar na coleta do dia 30 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 18:26 hs.;Etiqueta pronta para imprimir;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 18:19 hs.;A caminho;-57,38;-28,45;-28,45;;;413,17;4-ALLEGRA-ND
21 de janeiro de 2026 18:16 hs.;Entregue;-63,32;;;;;252,64;1-ALLEGRA-PT
21 de janeiro de 2026 18:06 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 18:02 hs.;A caminho;-26,39;-26,95;-26,95;;;176,16;3-CHIFRE-PT
21 de janeiro de 2026 17:59 hs.;A caminho;-26,39;-26,95;-26,95;;;176,16;3-CHIFRE-PT
21 de janeiro de 2026 17:40 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 17:39 hs.;Para entregar na coleta do dia 30 de janeiro;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
21 de janeiro de 2026 17:13 hs.;Reclamação com devolução habilitada;-57,9;-156,44;-156,44;;;340,09;5-ALLEGRA-PT
21 de janeiro de 2026 17:01 hs.;A caminho;-15,83;-12,99;-12,99;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 16:48 hs.;A caminho;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
21 de janeiro de 2026 16:48 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 16:43 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 16:38 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 16:28 hs.;A caminho;-91,2;-28,45;-28,45;;;711,84;10-ALLEGRA-PT
21 de janeiro de 2026 16:27 hs.;Para entregar na coleta do dia 29 de janeiro;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 16:20 hs.;Entregue;-18,25;-16,41;-16,41;;;75,97;1-ALLEGRA-PT
21 de janeiro de 2026 16:11 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 16:05 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
21 de janeiro de 2026 16:04 hs.;Entregue;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
21 de janeiro de 2026 15:57 hs.;Para entregar na coleta do dia 18 de fevereiro;-47,49;;;;;189,48;1-ALLEGRA-PT
21 de janeiro de 2026 15:51 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 15:43 hs.;Cancelada pelo comprador;-39,82;-28,45;-28,45;;-280,92;0;4-ALLEGRA-PT
21 de janeiro de 2026 15:39 hs.;A caminho;-15,83;-10,99;-10,99;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 15:36 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 15:36 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 15:34 hs.;Entregue;-22,41;-22,45;-22,45;;;150,04;2-ALLEGRA-PT
21 de janeiro de 2026 15:32 hs.;Entregue;-91,2;-28,45;-28,45;;;711,84;10-ALLEGRA-PT
21 de janeiro de 2026 15:12 hs.;Reclamação com devolução habilitada;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 15:10 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 15:09 hs.;A caminho;-10,54;-14,07;-14,07;;;67,74;1-ALLEGRA-PT
21 de janeiro de 2026 14:55 hs.;Entregue;-57,9;-44,45;-44,45;;;401,09;6-ALLEGRA-PT
21 de janeiro de 2026 14:46 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 14:36 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 14:28 hs.;A caminho;-11,84;-16,41;-16,41;;;74,75;1-ALLEGRA-PT
21 de janeiro de 2026 14:25 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 14:23 hs.;Cancelada pelo comprador;-134,46;-134,73;-134,73;;-900,21;0;2-ALLEGRA-PT
21 de janeiro de 2026 14:21 hs.;Entregue;-26,39;-26,95;-26,95;;;176,16;3-CHIFRE-PT
21 de janeiro de 2026 14:04 hs.;A caminho;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
21 de janeiro de 2026 13:57 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
21 de janeiro de 2026 13:56 hs.;Entregue;-23,68;-32,83;-32,83;;;149,49;1-ALLEGRA-PT
21 de janeiro de 2026 13:55 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 13:54 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 13:46 hs.;Cancelada pelo comprador;-12,22;;;;-37,54;0;1-MARMITA-001
21 de janeiro de 2026 13:45 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 13:33 hs.;Entregue;-13,9;;;;;51,09;1-SANDUICHEIRA-110V
21 de janeiro de 2026 13:29 hs.;Para entregar na coleta de amanhã;-23,68;-32,83;-32,83;;;149,47;1-ALLEGRA-PT
21 de janeiro de 2026 13:26 hs.;Entregue;-22,78;;;;;62,5;5M-NAPA-BR
21 de janeiro de 2026 13:20 hs.;A caminho;-91,2;-28,45;-28,45;;;711,84;10-ALLEGRA-PT
21 de janeiro de 2026 13:17 hs.;A caminho;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
21 de janeiro de 2026 13:14 hs.;Para entregar na coleta do dia 5 de fevereiro;-94,98;;;;;378,96;1-ALLEGRA-PT
21 de janeiro de 2026 13:05 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 13:00 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
21 de janeiro de 2026 12:55 hs.;Para entregar na coleta do dia 18 de fevereiro;-284,94;;;;;1136,88;1-ALLEGRA-PT
21 de janeiro de 2026 12:50 hs.;Para entregar na coleta do dia 2 de fevereiro;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 11:57 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 11:42 hs.;Etiqueta pronta para imprimir;-61,08;-28,45;-28,45;;;441,62;8-CHIFRE-PT
21 de janeiro de 2026 11:30 hs.;Para entregar na coleta do dia 29 de janeiro;-57,9;-44,45;-44,45;;;401,09;6-ALLEGRA-PT
21 de janeiro de 2026 11:28 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 11:28 hs.;Para entregar na coleta do dia 5 de fevereiro;-47,49;;;;;189,48;1-ALLEGRA-PT
21 de janeiro de 2026 11:27 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 11:11 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 11:04 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
21 de janeiro de 2026 11:00 hs.;A caminho;-11,81;-16,41;-16,41;;;74,47;1-ALLEGRA-PT
21 de janeiro de 2026 10:56 hs.;A caminho;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
21 de janeiro de 2026 10:47 hs.;A caminho;-158,3;;;;;631,6;1-ALLEGRA-PT
21 de janeiro de 2026 10:42 hs.;Para entregar na coleta de amanhã;-87,01;-28,45;-28,45;;;671,11;10-ALLEGRA-PT
21 de janeiro de 2026 10:34 hs.;Para entregar na coleta do dia 4 de fevereiro;-70,38;-105,45;-105,45;;;436,17;6-ALLEGRA-PT
21 de janeiro de 2026 10:12 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
21 de janeiro de 2026 10:06 hs.;Entregue;-135,46;-28,45;-28,45;;;1014,03;10-ALLEGRA-PT
21 de janeiro de 2026 09:37 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 09:36 hs.;Para entregar na coleta do dia 29 de janeiro;-91,2;-28,45;-28,45;;;711,84;10-ALLEGRA-PT
21 de janeiro de 2026 09:19 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 09:14 hs.;A caminho;-31,66;-9,99;-9,99;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 09:11 hs.;Cancelada pelo comprador;-75,9;-44,45;-44,45;;-539,65;0;8-ALLEGRA-PT
21 de janeiro de 2026 08:52 hs.;Para entregar na coleta do dia 9 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 08:50 hs.;Entregue;-91,2;-28,45;-28,45;;;711,84;10-ALLEGRA-PT
21 de janeiro de 2026 08:49 hs.;Para entregar na coleta do dia 11 de fevereiro;-47,49;-12,99;-12,99;;;189,48;1-ALLEGRA-PT
21 de janeiro de 2026 08:44 hs.;Para entregar na coleta do dia 30 de janeiro;-56,24;-216,94;-216,94;;;292,81;6-ALLEGRA-PT
21 de janeiro de 2026 08:17 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 07:34 hs.;Para entregar na coleta do dia 2 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
21 de janeiro de 2026 07:15 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 07:00 hs.;Entregue;-35,52;-49,24;-49,24;;;224,21;1-ALLEGRA-PT
21 de janeiro de 2026 07:00 hs.;Entregue;-20,8;-18,76;-18,76;;;90,44;1-SANDUICHEIRA-110V
21 de janeiro de 2026 06:49 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
21 de janeiro de 2026 06:46 hs.;A caminho;-31,66;-28,99;-28,99;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 06:31 hs.;Para entregar na coleta do dia 30 de janeiro;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 05:55 hs.;Para entregar na coleta do dia 3 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
21 de janeiro de 2026 02:10 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
21 de janeiro de 2026 01:17 hs.;Entregue;-15,83;-12,99;-12,99;;;63,16;1-ALLEGRA-PT
21 de janeiro de 2026 00:11 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 23:40 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 23:32 hs.;Entregue;-57,38;-28,45;-28,45;;;413,17;4-ALLEGRA-ND
20 de janeiro de 2026 23:30 hs.;Entregue;-15,83;-17,99;-17,99;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 23:21 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 22:46 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 22:46 hs.;Cancelada pelo comprador;-56,24;-268,94;-268,94;;-292,81;0;6-ALLEGRA-PT
20 de janeiro de 2026 22:45 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 22:44 hs.;A caminho;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 22:37 hs.;Para entregar na coleta do dia 10 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 22:05 hs.;A caminho;-91,2;-28,45;-28,45;;;711,84;10-ALLEGRA-PT
20 de janeiro de 2026 22:01 hs.;Entregue;-87,01;-28,45;-28,45;;;671,11;10-ALLEGRA-PT
20 de janeiro de 2026 22:01 hs.;Entregue;-63,32;-16,99;-16,99;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 21:50 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 21:50 hs.;Devolvido no dia 26 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
20 de janeiro de 2026 21:47 hs.;A caminho;-18,25;-16,41;-16,41;;;75,97;1-ALLEGRA-PT
20 de janeiro de 2026 21:43 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 21:35 hs.;Reclamação aberta para resolver até quarta-feira;-15,83;-12,99;-12,99;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 21:32 hs.;Para entregar na coleta do dia 29 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 21:24 hs.;Para entregar na coleta do dia 9 de fevereiro;-189,96;;;;;757,92;1-ALLEGRA-PT
20 de janeiro de 2026 21:18 hs.;Para entregar na coleta do dia 18 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 21:11 hs.;Para entregar na coleta do dia 30 de janeiro;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 21:08 hs.;Devolução a caminho. Chegará entre 28 e 29 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
20 de janeiro de 2026 21:08 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 20:49 hs.;A caminho;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 20:46 hs.;Para entregar na coleta de amanhã;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 20:31 hs.;A caminho;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 20:26 hs.;Para entregar na coleta do dia 4 de fevereiro;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 20:21 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
20 de janeiro de 2026 20:17 hs.;Entregue;-10,84;;;;;26,9;CB001-PT
20 de janeiro de 2026 20:08 hs.;Etiqueta pronta para imprimir;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 19:58 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 19:52 hs.;Para entregar na coleta de amanhã;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 19:38 hs.;Envio reagendado;-87,01;-28,45;-28,45;;;671,11;10-ALLEGRA-PT
20 de janeiro de 2026 19:36 hs.;Entregue;-27,94;-24,95;-24,95;;;190,11;2-ALLEGRA-PT
20 de janeiro de 2026 19:35 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 19:35 hs.;Pacote não entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 19:35 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 19:29 hs.;Entregue;-57,38;-28,45;-28,45;;;413,17;4-ALLEGRA-ND
20 de janeiro de 2026 19:29 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
20 de janeiro de 2026 19:26 hs.;Reclamação aberta para resolver até quinta-feira;-37,03;-28,45;-28,45;;;274,14;4-ALLEGRA-PT
20 de janeiro de 2026 19:23 hs.;Entregue;-48,07;-26,95;-26,95;;;368,04;4-ALLEGRA-ND
20 de janeiro de 2026 19:21 hs.;A caminho;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 19:20 hs.;Entregue;-11,84;-16,41;-16,41;;;74,75;1-ALLEGRA-PT
20 de janeiro de 2026 19:15 hs.;A caminho;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 19:09 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 19:08 hs.;Entregue;-57,38;-28,45;-28,45;;;413,17;4-ALLEGRA-ND
20 de janeiro de 2026 18:50 hs.;Para entregar na coleta do dia 2 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 18:46 hs.;Entregue;-87,01;-28,45;-28,45;;;671,11;10-ALLEGRA-PT
20 de janeiro de 2026 18:27 hs.;Devolvido no dia 26 de janeiro;-11,84;-16,41;-16,41;;-74,75;0;1-ALLEGRA-PT
20 de janeiro de 2026 18:13 hs.;Entregue;-21,74;-38,44;-38,44;;;144,81;2-ALLEGRA-PT
20 de janeiro de 2026 18:07 hs.;Devolução a caminho. Chegará entre 4 e 5 de fevereiro;-22,41;-22,45;-22,45;;-150,04;0;2-ALLEGRA-PT
20 de janeiro de 2026 18:03 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 17:55 hs.;A caminho;-189,96;;;;;757,92;1-ALLEGRA-PT
20 de janeiro de 2026 17:52 hs.;Entregue;-47,49;;;;;189,48;1-ALLEGRA-PT
20 de janeiro de 2026 17:52 hs.;Para entregar na coleta de amanhã;-47,24;-65,66;-65,66;;;297,86;1-ALLEGRA-PT
20 de janeiro de 2026 17:32 hs.;A caminho;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 17:19 hs.;A caminho;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 17:07 hs.;Entregue;-39,82;-28,45;-28,45;;;280,92;4-ALLEGRA-PT
20 de janeiro de 2026 16:59 hs.;Venda entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 16:48 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 16:34 hs.;Para entregar na coleta do dia 9 de fevereiro;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
20 de janeiro de 2026 16:30 hs.;Para entregar na coleta do dia 30 de janeiro;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 16:27 hs.;Cancelada pelo comprador;-31,66;;;;-126,32;0;1-ALLEGRA-PT
20 de janeiro de 2026 16:22 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 16:19 hs.;Para entregar na coleta do dia 29 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 16:12 hs.;Para entregar na coleta de amanhã;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 15:53 hs.;Para entregar na coleta do dia 4 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 15:50 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 15:47 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 15:43 hs.;A caminho;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
20 de janeiro de 2026 15:31 hs.;Etiqueta pronta para imprimir;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 15:27 hs.;A caminho;-15,83;-27,99;-27,99;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 15:22 hs.;Entregue;-57,38;-28,45;-28,45;;;413,17;4-ALLEGRA-ND
20 de janeiro de 2026 15:21 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 15:19 hs.;Entregue;-89,12;-44,45;-44,45;;;641,43;8-ALLEGRA-PT
20 de janeiro de 2026 15:14 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 15:12 hs.;Entregue;-94,98;;;;;378,96;1-ALLEGRA-PT
20 de janeiro de 2026 15:07 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 15:05 hs.;Para entregar na coleta do dia 30 de janeiro;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 14:40 hs.;Para entregar na coleta do dia 2 de fevereiro;-47,49;;;;;189,48;1-ALLEGRA-PT
20 de janeiro de 2026 14:33 hs.;Entregue;-87,01;-28,45;-28,45;;;671,11;10-ALLEGRA-PT
20 de janeiro de 2026 14:32 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 14:25 hs.;Devolvido no dia 26 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
20 de janeiro de 2026 14:24 hs.;Entregue;-61,08;-28,45;-28,45;;;441,62;8-CHIFRE-PT
20 de janeiro de 2026 14:07 hs.;Entregue;-57,9;-44,45;-44,45;;;401,09;6-ALLEGRA-PT
20 de janeiro de 2026 14:04 hs.;Entregue;-126,64;;;;;505,28;1-ALLEGRA-PT
20 de janeiro de 2026 14:04 hs.;Para entregar na coleta do dia 2 de fevereiro;-44,82;-44,91;-44,91;;;300,07;2-ALLEGRA-PT
20 de janeiro de 2026 14:01 hs.;A caminho;-112,48;-56,9;-56,9;;;808,62;6-ALLEGRA-PT
20 de janeiro de 2026 14:00 hs.;Venda entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 13:57 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 13:56 hs.;Etiqueta pronta para imprimir;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 13:53 hs.;Para entregar na coleta do dia 29 de janeiro;-35,52;-49,24;-49,24;;;224,21;1-ALLEGRA-PT
20 de janeiro de 2026 13:42 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 13:38 hs.;Para entregar na coleta do dia 29 de janeiro;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 13:38 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 13:30 hs.;A caminho;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 13:27 hs.;Para entregar na coleta do dia 30 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 13:20 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 12:53 hs.;Para entregar na coleta do dia 6 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 12:49 hs.;Cancelada pelo comprador;-94,98;;;;-378,96;0;1-ALLEGRA-PT
20 de janeiro de 2026 12:49 hs.;Para entregar na coleta do dia 30 de janeiro;-89,12;-44,45;-44,45;;;641,43;8-ALLEGRA-PT
20 de janeiro de 2026 12:47 hs.;Entregue;-10,84;;;;;26,9;CB001-PT
20 de janeiro de 2026 12:46 hs.;Entregue;-13,64;;;;;46,26;1-CREATINA-300G
20 de janeiro de 2026 12:46 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 12:45 hs.;Entregue;-27,94;-24,95;-24,95;;;190,11;2-ALLEGRA-PT
20 de janeiro de 2026 12:39 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 12:19 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 12:07 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 11:46 hs.;Envio reagendado;-109,5;-98,49;-98,49;;;455,79;1-ALLEGRA-PT
20 de janeiro de 2026 11:42 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 11:35 hs.;Entregue;-86,62;-26,95;-26,95;;;411,42;6-ALLEGRA-PT
20 de janeiro de 2026 11:04 hs.;Etiqueta pronta para imprimir;-21,74;-22,45;-22,45;;;144,81;2-ALLEGRA-PT
20 de janeiro de 2026 11:03 hs.;A caminho;-126,64;;;;;505,28;1-ALLEGRA-PT
20 de janeiro de 2026 11:03 hs.;Devolvido no dia 26 de janeiro;-21,74;-22,45;-22,45;;-144,81;0;2-ALLEGRA-PT
20 de janeiro de 2026 11:01 hs.;Etiqueta pronta para imprimir;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 11:00 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:56 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 10:56 hs.;Etiqueta pronta para imprimir;-77,74;-210,94;-210,94;;;458,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:55 hs.;Entregue;-13,64;;;;;46,26;1-CREATINA-300G
20 de janeiro de 2026 10:55 hs.;Etiqueta pronta para imprimir;-77,74;-210,94;-210,94;;;458,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:53 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 10:53 hs.;Para entregar na coleta de amanhã;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:51 hs.;Para entregar na coleta do dia 2 de fevereiro;-94,98;;;;;378,96;1-ALLEGRA-PT
20 de janeiro de 2026 10:50 hs.;Entregue;-11,39;;;;;31,25;5M-NAPA-BR
20 de janeiro de 2026 10:49 hs.;Envio reagendado;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:47 hs.;Entregue;-56,24;-31,44;-31,44;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:47 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
