vendas;;;;Anuncios;;Envios;
Numero da Venda;Data da Venda;Estado Atual;Quantidade por SKU;SKU;Loja Oficial;Data a Caminho;Data de Entrega
2000011235873853;26 de janeiro de 2026 20:43 hs.;Para entregar na coleta do dia 18 de fevereiro;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011235639801;26 de janeiro de 2026 20:30 hs.;Para entregar na coleta do dia 4 de fevereiro;1;4-CHIFRE-PT;Dom Stark; ; 
2000014877549658;26 de janeiro de 2026 20:30 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011235561265;26 de janeiro de 2026 20:25 hs.;Pronto para coleta;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011235462545;26 de janeiro de 2026 20:21 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014877437774;26 de janeiro de 2026 20:17 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011235288683;26 de janeiro de 2026 20:10 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000011235119501;26 de janeiro de 2026 20:00 hs.;A caminho;1;1-PASSADEIRA-001;Dom Stark;28 de janeiro | 03:53; 
2000011234881627;26 de janeiro de 2026 19:47 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 01:18; 
2000011234747215;26 de janeiro de 2026 19:39 hs.;Para entregar na coleta do dia 6 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011234653223;26 de janeiro de 2026 19:34 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014868641724;26 de janeiro de 2026 19:21 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:56; 
2000011234411013;26 de janeiro de 2026 19:21 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011233817561;26 de janeiro de 2026 18:44 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 04:00; 
2000011233788619;26 de janeiro de 2026 18:44 hs.;Para entregar na coleta do dia 2 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011233685605;26 de janeiro de 2026 18:37 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011233618575;26 de janeiro de 2026 18:35 hs.;Para entregar na coleta do dia 4 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011233588123;26 de janeiro de 2026 18:31 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011233546493;26 de janeiro de 2026 18:29 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:06; 
2000011233467543;26 de janeiro de 2026 18:24 hs.;Para entregar na coleta do dia 9 de fevereiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000014875829534;26 de janeiro de 2026 18:24 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000011233310747;26 de janeiro de 2026 18:15 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000014875674170;26 de janeiro de 2026 18:10 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:56; 
2000011233075007;26 de janeiro de 2026 18:01 hs.;Para entregar na coleta do dia 4 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011233055611;26 de janeiro de 2026 18:00 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011233033589;26 de janeiro de 2026 17:58 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:56; 
2000011232900393;26 de janeiro de 2026 17:50 hs.;Para entregar na coleta do dia 11 de fevereiro;2;1-GRUVYER-PT;Dom Stark; ; 
2000011232801563;26 de janeiro de 2026 17:44 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:00; 
2000011232647043;26 de janeiro de 2026 17:36 hs.;Venda cancelada. Não envie.;1;2-GRUVYER-PT;Dom Stark; ; 
2000011232554683;26 de janeiro de 2026 17:31 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 04:00; 
2000011232508975;26 de janeiro de 2026 17:27 hs.;Para entregar na coleta do dia 6 de fevereiro;1;6-ALLEGRA-ND;Dom Stark; ; 
2000011232425835;26 de janeiro de 2026 17:22 hs.;A caminho;2;2-GRUVYER-PT;Dom Stark;28 de janeiro | 03:40; 
2000011232414873;26 de janeiro de 2026 17:22 hs.;A caminho;1;8-GRUVYER-PT;Dom Stark;28 de janeiro | 04:56; 
2000011232341801;26 de janeiro de 2026 17:17 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000011232323857;26 de janeiro de 2026 17:16 hs.;Para entregar na coleta do dia 9 de fevereiro;1;10-ALLEGRA-PT;Dom Stark; ; 
2000011232272799;26 de janeiro de 2026 17:13 hs.;Para entregar na coleta do dia 10 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011232223325;26 de janeiro de 2026 17:11 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:17; 
2000011232196927;26 de janeiro de 2026 17:09 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000011232177405;26 de janeiro de 2026 17:08 hs.;Para entregar na coleta do dia 13 de fevereiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011232127165;26 de janeiro de 2026 17:04 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:00; 
2000014874599182;26 de janeiro de 2026 16:56 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 23:16; 
2000011231921427;26 de janeiro de 2026 16:53 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011231788645;26 de janeiro de 2026 16:45 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011231602067;26 de janeiro de 2026 16:34 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011231587125;26 de janeiro de 2026 16:33 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 04:00; 
2000011231549065;26 de janeiro de 2026 16:31 hs.;Venda cancelada. Não envie.;2;4-ALLEGRA-PT;Dom Stark; ; 
2000011231348653;26 de janeiro de 2026 16:23 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011231366985;26 de janeiro de 2026 16:23 hs.;Para entregar na coleta do dia 3 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011231240745;26 de janeiro de 2026 16:16 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011231227005;26 de janeiro de 2026 16:15 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 04:54; 
2000011231222397;26 de janeiro de 2026 16:14 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011231222399;26 de janeiro de 2026 16:13 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011231180805;26 de janeiro de 2026 16:11 hs.;A caminho;3;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:00; 
2000011230846443;26 de janeiro de 2026 15:52 hs.;Pronto para coleta;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011230694579;26 de janeiro de 2026 15:44 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:17; 
2000014873415460;26 de janeiro de 2026 15:37 hs.;Para entregar na coleta de amanhã;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011230516543;26 de janeiro de 2026 15:34 hs.;Para entregar na coleta do dia 5 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011230364421;26 de janeiro de 2026 15:25 hs.;Venda cancelada. Não envie.;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011230299535;26 de janeiro de 2026 15:22 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011230274209;26 de janeiro de 2026 15:22 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:56; 
2000011230123793;26 de janeiro de 2026 15:13 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 00:45; 
2000011230066533;26 de janeiro de 2026 15:11 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011229970719;26 de janeiro de 2026 15:04 hs.;Para entregar na coleta do dia 3 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011229941257;26 de janeiro de 2026 15:02 hs.;Para entregar na coleta do dia 5 de fevereiro;1;2-GRUVYER-PT;Dom Stark; ; 
2000011229791701;26 de janeiro de 2026 14:57 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011229822067;26 de janeiro de 2026 14:55 hs.;Para entregar na coleta do dia 3 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011229757685;26 de janeiro de 2026 14:53 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:13; 
2000014872744124;26 de janeiro de 2026 14:51 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:49; 
2000011229631877;26 de janeiro de 2026 14:45 hs.;Pronto para coleta;1;8-CHIFRE-PT;Dom Stark; ; 
2000011229485945;26 de janeiro de 2026 14:37 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011229458005;26 de janeiro de 2026 14:35 hs.;Para entregar na coleta do dia 3 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011229302621;26 de janeiro de 2026 14:27 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 07:05; 
2000011229272341;26 de janeiro de 2026 14:26 hs.;Para entregar na coleta do dia 10 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011229225493;26 de janeiro de 2026 14:23 hs.;Para entregar na coleta do dia 4 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011229195829;26 de janeiro de 2026 14:21 hs.;Para entregar na coleta do dia 4 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011229014551;26 de janeiro de 2026 14:13 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40; 
2000014872125102;26 de janeiro de 2026 14:12 hs.;Para entregar na coleta do dia 3 de fevereiro;1;3-CHIFRE-PT;Dom Stark; ; 
2000011228889965;26 de janeiro de 2026 14:04 hs.;A caminho;3;2-CHIFRE-PT;Dom Stark;27 de janeiro | 01:29; 
2000014871950844;26 de janeiro de 2026 14:00 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 04:19; 
2000011228762453;26 de janeiro de 2026 13:57 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:15; 
2000011228188167;26 de janeiro de 2026 13:26 hs.;Para entregar na coleta de amanhã;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011228105525;26 de janeiro de 2026 13:21 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011227991989;26 de janeiro de 2026 13:15 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:25; 
2000011227975909;26 de janeiro de 2026 13:14 hs.;A caminho;1;3-GRUVYER-PT;Dom Stark;26 de janeiro | 22:54; 
2000011227941593;26 de janeiro de 2026 13:11 hs.;A caminho;1;2-CHIFRE-PT;Dom Stark;27 de janeiro | 16:44; 
2000014871190370;26 de janeiro de 2026 13:09 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40;27 de janeiro | 11:08
2000011227848465;26 de janeiro de 2026 13:08 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011227847913;26 de janeiro de 2026 13:06 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011227766515;26 de janeiro de 2026 13:02 hs.;Para entregar na coleta de amanhã;2;1-ALLEGRA-PT;Dom Stark; ; 
2000014871035068;26 de janeiro de 2026 13:00 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:25; 
2000011227602583;26 de janeiro de 2026 12:54 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011227280155;26 de janeiro de 2026 12:36 hs.;A caminho;2;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000011227102459;26 de janeiro de 2026 12:26 hs.;Devolução a caminho. Chegará entre 29 e 30 de janeiro;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 04:50; 
2000011227026913;26 de janeiro de 2026 12:22 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011227035631;26 de janeiro de 2026 12:21 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011227000309;26 de janeiro de 2026 12:20 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011226964613;26 de janeiro de 2026 12:18 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011226913901;26 de janeiro de 2026 12:15 hs.;Pronto para coleta;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011226817129;26 de janeiro de 2026 12:09 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011226622721;26 de janeiro de 2026 11:58 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011226601969;26 de janeiro de 2026 11:57 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:25; 
2000014849175194;26 de janeiro de 2026 11:52 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011226424559;26 de janeiro de 2026 11:48 hs.;A caminho;4;2-GRUVYER-PT;Dom Stark;27 de janeiro | 23:06; 
2000011226440669;26 de janeiro de 2026 11:47 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000014869946366;26 de janeiro de 2026 11:45 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011226387157;26 de janeiro de 2026 11:44 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:25; 
2000011226268533;26 de janeiro de 2026 11:37 hs.;Para entregar na coleta do dia 4 de fevereiro;1;6-ALLEGRA-ND;Dom Stark; ; 
2000011226060627;26 de janeiro de 2026 11:27 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 04:53; 
2000011225870111;26 de janeiro de 2026 11:15 hs.;A caminho;3;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000014869418676;26 de janeiro de 2026 11:11 hs.;Para entregar na coleta do dia 3 de fevereiro;1;2-NANA-ND;Dom Stark; ; 
2000011225766149;26 de janeiro de 2026 11:09 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011225714429;26 de janeiro de 2026 11:06 hs.;Para entregar na coleta de amanhã;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011225711415;26 de janeiro de 2026 11:05 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011225670949;26 de janeiro de 2026 11:04 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011225647217;26 de janeiro de 2026 11:02 hs.;Para entregar na coleta do dia 20 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011225635955;26 de janeiro de 2026 11:02 hs.;Entregue;1;10-ALLEGRA-PT;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 20:29
2000011225635957;26 de janeiro de 2026 11:01 hs.;Entregue;1;10-ALLEGRA-PT;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 20:29
2000011225591625;26 de janeiro de 2026 10:58 hs.;Para entregar na coleta do dia 4 de fevereiro;8;1-ALLEGRA-PT;Dom Stark; ; 
2000011225444193;26 de janeiro de 2026 10:52 hs.;Venda cancelada. Não envie.;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014868623538;26 de janeiro de 2026 10:50 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:49; 
2000011225431563;26 de janeiro de 2026 10:49 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;28 de janeiro | 03:40; 
2000011225017897;26 de janeiro de 2026 10:23 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011225008755;26 de janeiro de 2026 10:23 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000014868794062;26 de janeiro de 2026 10:22 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011224900373;26 de janeiro de 2026 10:15 hs.;Para entregar na coleta do dia 2 de fevereiro;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011224850069;26 de janeiro de 2026 10:13 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011224839125;26 de janeiro de 2026 10:11 hs.;Pronto para coleta;2;6-ALLEGRA-ND;Dom Stark; ; 
2000011224669021;26 de janeiro de 2026 09:59 hs.;A caminho;2;2-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:40; 
2000011224596501;26 de janeiro de 2026 09:56 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596509;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596517;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596497;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596511;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596519;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596505;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596515;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596499;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596507;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596503;26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224596513;26 de janeiro de 2026 09:54 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011224569601;26 de janeiro de 2026 09:53 hs.;Para entregar na coleta do dia 2 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011224555041;26 de janeiro de 2026 09:50 hs.;Para entregar na coleta do dia 2 de fevereiro;1;2-ALLEGRA-PT;Dom Stark; ; 
2000011224531769;26 de janeiro de 2026 09:50 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011224469485;26 de janeiro de 2026 09:47 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000014868352682;26 de janeiro de 2026 09:47 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011224458551;26 de janeiro de 2026 09:44 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011224405301;26 de janeiro de 2026 09:42 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011224403989;26 de janeiro de 2026 09:40 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011224340399;26 de janeiro de 2026 09:36 hs.;Para entregar na coleta do dia 5 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011224327741;26 de janeiro de 2026 09:36 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011224255913;26 de janeiro de 2026 09:29 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011224193277;26 de janeiro de 2026 09:24 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000014868102096;26 de janeiro de 2026 09:23 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011223809825;26 de janeiro de 2026 08:51 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011223783609;26 de janeiro de 2026 08:47 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:25; 
2000011223715495;26 de janeiro de 2026 08:42 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:15; 
2000011223574617;26 de janeiro de 2026 08:29 hs.;Para entregar na coleta do dia 20 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011223487293;26 de janeiro de 2026 08:15 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011223415425;26 de janeiro de 2026 08:03 hs.;Venda cancelada. Não envie.;1;2-GRUVYER-PT;Dom Stark; ; 
2000011223408251;26 de janeiro de 2026 08:03 hs.;Pronto para coleta;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011223364077;26 de janeiro de 2026 07:56 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000011223344331;26 de janeiro de 2026 07:52 hs.;Entregue;1;1-CREATINA-300G;Dom Stark;27 de janeiro | 01:43;27 de janeiro | 12:33
2000014867253044;26 de janeiro de 2026 07:20 hs.;A caminho;1;1-PASSADEIRA-001;Dom Stark;27 de janeiro | 04:08; 
2000011223149189;26 de janeiro de 2026 07:13 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014867191284;26 de janeiro de 2026 07:03 hs.;A caminho;1;2-CHIFRE-PT;Dom Stark;27 de janeiro | 06:44; 
2000011210850883;26 de janeiro de 2026 06:32 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011223000029;26 de janeiro de 2026 06:29 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011222950145;26 de janeiro de 2026 06:07 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000014866116732;26 de janeiro de 2026 00:44 hs.;A caminho;1;8-CHIFRE-PT;Dom Stark;27 de janeiro | 05:06; 
2000011221713401;26 de janeiro de 2026 00:24 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 03:52; 
2000011221656081;26 de janeiro de 2026 00:18 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011221566609;26 de janeiro de 2026 00:09 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 06:59; 
2000011221484045;26 de janeiro de 2026 00:00 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000014865629858;25 de janeiro de 2026 23:48 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:00; 
2000011221075373;25 de janeiro de 2026 23:21 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 07:05; 
2000011221039173;25 de janeiro de 2026 23:17 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000011220766401;25 de janeiro de 2026 22:56 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011220707169;25 de janeiro de 2026 22:51 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011220692399;25 de janeiro de 2026 22:50 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:22; 
2000011220474961;25 de janeiro de 2026 22:35 hs.;Para entregar na coleta do dia 23 de fevereiro;1;6-ALLEGRA-ND;Dom Stark; ; 
2000011220474963;25 de janeiro de 2026 22:34 hs.;Para entregar na coleta do dia 23 de fevereiro;4;6-ALLEGRA-ND;Dom Stark; ; 
2000011220372897;25 de janeiro de 2026 22:28 hs.;Para entregar na coleta do dia 5 de fevereiro;10;1-ALLEGRA-PT;Dom Stark; ; 
2000011220303519;25 de janeiro de 2026 22:22 hs.;Entregue;1;1-CREATINA-300G;Dom Stark;27 de janeiro | 02:15;27 de janeiro | 17:46
2000011220252905;25 de janeiro de 2026 22:19 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:08; 
2000014864638688;25 de janeiro de 2026 22:14 hs.;Pronto para coleta;1;4-ALLEGRA-ND;Dom Stark; ; 
2000014864473748;25 de janeiro de 2026 22:01 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011219978585;25 de janeiro de 2026 21:59 hs.;Para entregar na coleta do dia 3 de fevereiro;1;1-CREATINA-300G;Dom Stark; ; 
2000011219944433;25 de janeiro de 2026 21:57 hs.;Para entregar na coleta do dia 23 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011219669571;25 de janeiro de 2026 21:39 hs.;Para entregar na coleta do dia 5 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011219670529;25 de janeiro de 2026 21:38 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:40; 
2000011219659037;25 de janeiro de 2026 21:36 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 03:52; 
2000014864120880;25 de janeiro de 2026 21:30 hs.;A caminho;1;8-CHIFRE-PT;Dom Stark;27 de janeiro | 05:06; 
2000011219531233;25 de janeiro de 2026 21:28 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011219507929;25 de janeiro de 2026 21:27 hs.;Venda cancelada. Não envie.;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011219409789;25 de janeiro de 2026 21:21 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000014863796160;25 de janeiro de 2026 21:13 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:40; 
2000011219261931;25 de janeiro de 2026 21:10 hs.;Para entregar na coleta do dia 2 de fevereiro;1;6-ALLEGRA-ND;Dom Stark; ; 
